,nbo words,nbo word count,review words,review word count,descrip words,descrip word count
3093,centers,3,congress,6,taken,9
3094,(no,3,again!!,6,refundable,9
3095,loud,3,tricky,6,"offices,",9
3096,(30,3,"hand,",6,plates,9
3097,son,3,"linen,",6,12th,9
3098,"""el",3,zoo.,6,"leafy,",9
3099,nicest,3,smell,6,blast,9
3100,salons,3,flew,6,decide,9
3101,yourself.,3,"places,",6,york,9
3102,ask!,3,ironing,6,breakfast.,9
3103,easier,3,"games,",6,hill's,9
3104,parkway,3,"butter,",6,opposite,9
3105,tea,3,book.,6,clear,9
3106,evening.,3,thanksgiving,6,drawer,9
3107,reasons,3,matthew,6,den.,9
3108,what’s,3,"appliances,",6,smithsonian.,9
3109,(except,3,height,6,walk-able,9
3110,they're,3,name,6,metro;,9
3111,(where,3,well-equipped.,6,staircase,9
3112,location!!,3,event,6,outstanding,9
3113,"""best",3,holiday.,6,terrific,9
3114,"(italian),",3,"cleanliness,",6,brass,9
3115,"taco,",3,trouble.,6,19th,9
3116,bluejacket,3,coffee!,6,setup,9
3117,nearby!,3,everyone!,6,times.,9
3118,bocce,3,therefore,6,track,9
3119,playground.,3,peace,6,murphy,9
3120,winter,3,avoid,6,putting,9
3121,rowhouses.,3,(my,6,picturesque,9
3122,https://www.airbnb.com/locations/washington-dc/capitol-hill,3,purchase,6,detailed,9
3123,completely,3,flowers,6,kept.,9
3124,gentrified.,3,vraiment,6,everything:,9
3125,stories,3,away!,6,"se,",9
3126,gem.,3,rate,6,chest,9
3127,perhaps,3,new.,6,beverages,9
3128,nation,3,scheduling,6,problem.,9
3129,whose,3,convenience.,6,cathedral.,9
3130,helps,3,"listing,",6,recommendations!,9
3131,treasure,3,residents,6,"ave,",9
3132,underground,3,federal,6,wharf,9
3133,noted,3,"guest,",6,joe’s,9
3134,truck,3,"inside,",6,taxi/uber,9
3135,"oh,",3,lined,6,50+,9
3136,sights.,3,honestly,6,core,9
3137,"in,",3,vernon,6,bistro,9
3138,feature,3,yards,6,hold,9
3139,"gorgeous,",3,ny,6,twin/twin,9
3140,proud,3,foods.,6,touristic,9
3141,surroundings.,3,chat.,6,friendly!,9
3142,"bulletin,",3,sally,6,necessary.,9
3143,ticket,3,wide,6,disposal.,9
3144,costs,3,central.,6,airbnb?,9
3145,option,3,excellent!,6,dollar,9
3146,longest,3,(only,6,$20,9
3147,1873,3,eclectic,6,highlights,9
3148,results,3,changed,6,greatest,9
3149,bikeshare.,3,x,6,hdmi,9
3150,plan,3,50,6,10mins,9
3151,beat!,3,narrow,6,rentals.,9
3152,senators,3,oasis,6,heart.,9
3153,stocked,3,equally,6,charged,9
3154,extra,3,respond.,6,"finishes,",9
3155,"townhomes,",3,assortment,6,fedex,9
3156,v,3,spoke,6,one-way,9
3157,tune,3,desire,6,"cuisine,",9
3158,(rose's,3,(very,6,coupe,9
3159,"joggers,",3,visiter,6,breathtaking,9
3160,(capitol,3,"supplies,",6,"11,",9
3161,stuff,3,falling,6,hour.,9
3162,"eatery,",3,feel.,6,surroundings,9
3163,family-oriented,3,"conference,",6,douglas,9
3164,row).,3,whilst,6,riverfront.,9
3165,"sights,",3,dca,6,tenants,8
3166,why.,3,pendant,6,value,8
3167,price,3,rides,6,"security,",8
3168,"or,",3,crossed,6,adjoining,8
3169,"mansions,",3,accessing,6,communicate,8
3170,area's,3,photo,6,messaging,8
3171,brownstones,3,attraction,6,sanctuary,8
3172,hill!,3,words,6,hello,8
3173,fascinating,3,delivered,6,r,8
3174,"there,",3,"""home",6,choice.,8
3175,opportunities,3,you!!,6,travelers!,8
3176,husband,3,"toiletries,",6,pot,8
3177,apartment),3,wow,6,"welcoming,",8
3178,sells,3,tours,6,male,8
3179,club.,3,clothes.,6,burner,8
3180,dcs,3,tour.,6,locking,8
3181,"singles,",3,eight,6,residents.,8
3182,festivals.,3,discovered,6,continental,8
3183,holes,3,fun!,6,kick,8
3184,economically,3,upscale,6,time!,8
3185,1900s.,3,"not,",6,(on,8
3186,million,3,etc).,6,13th,8
3187,low-income,3,essentials.,6,maintained.,8
3188,stop),3,"communication,",6,bike.,8
3189,(5-10,3,metro!,6,"supplies,",8
3190,"salons,",3,stated,6,heading,8
3191,(20-30,3,find!,6,"feel,",8
3192,ease,3,supreme,6,basement),8
3193,"quarter,",3,"congress,",6,dc?,8
3194,sleep,3,"eateries,",6,pay,8
3195,well!,3,"better,",6,experienced,8
3196,clothes,3,what's,6,grocery.,8
3197,ride),3,entered,6,"smithsonians,",8
3198,street:,3,off.,6,european,8
3199,barracks.,3,wholeheartedly,6,speak,8
3200,stops),3,inquiries,6,italian,8
3201,"joe,",3,"had,",6,leisurely,8
3202,highway,3,fabulous!,6,"spots,",8
3203,395.,3,ice,6,"peaceful,",8
3204,"mall),",3,linens.,6,adventures,8
3205,warmth,3,sad,6,reviews!,8
3206,july,3,touch!,6,train.,8
3207,"teeter),",3,"activities,",6,operated,8
3208,drop-in,3,stock,6,towards,8
3209,adults,3,wine!,6,piano,8
3210,side),3,queries.,6,pans,8
3211,employed,3,invite,6,split,8
3212,gym.,3,"lines,",6,accessing,8
3213,pottery,3,"son,",6,"playground,",8
3214,"classes,",3,inexpensive,6,service.,8
3215,learn,3,story,6,54,8
3216,"hip,",3,adventure,6,dresser.,8
3217,"archives,",3,essentially,6,lost,8
3218,"motorcades,",3,connecticut,6,petworth!,8
3219,"trains,",3,11pm,6,"simple,",8
3220,window.,3,umbrella,6,miniature,8
3221,department,3,character.,6,"""the",8
3222,apt,3,"help,",6,require,8
3223,kid,3,surroundings,6,details:,8
3224,shops!,3,condition,6,glasses,8
3225,enjoy!,3,blinds,6,plate,8
3226,from:,3,night!,6,us!,8
3227,region.,3,bottled,6,kettle,8
3228,everything!!,3,internet.,6,avoid,8
3229,(local,3,"plates,",6,sofabed,8
3230,cup,3,"handy,",6,3-4,8
3231,gyms,3,personality,6,thru,8
3232,warf,3,drier,6,order,8
3233,noise.,3,pack,6,vibe,8
3234,sound,3,usual,6,"ware,",8
3235,restaurant:,3,wholefoods,6,w/d,8
3236,0.7,3,proper,6,ceramic,8
3237,metro:,3,cafes.,6,evenings.,8
3238,"waterfront,",3,experiencing,6,primary,8
3239,eighth,3,"café,",6,"coziness,",8
3240,least,3,"bags,",6,top.,8
3241,country's,3,windows.,6,"walmart,",8
3242,styles,3,(though,6,1910,8
3243,ship,3,eine,6,massive,8
3244,"""home"".",3,amenity,6,other.,8
3245,tuesday,3,directions.,6,key-less,8
3246,cemetery.,3,entertainment,6,"55""",8
3247,"slow,",3,heaps,6,sun-filled,8
3248,"bikers,",3,instruction,6,cdc,8
3249,art.,3,week-long,6,highest,8
3250,kingman,3,).,6,local!,8
3251,(home,3,comfortable;,6,weather,8
3252,dubbed,3,sunlight,6,goal,8
3253,"coffeeshops,",3,"groceries,",6,cameras,8
3254,"sightseeing,",3,turns,6,ambiance.,8
3255,level,3,"thoughtful,",6,:,8
3256,playgrounds.,3,tom.,6,floor:,8
3257,(neighborhood,3,free.,6,machine.,8
3258,stadiums,3,edge,6,"donuts,",8
3259,coolest,3,talked,6,2),8
3260,"world""",3,forth,6,del,8
3261,pearls.,3,pros:,6,"red,",8
3262,"cheeses,",3,requested,6,immediately,8
3263,g,3,evenings.,6,"accessible,",8
3264,also.,3,bothered,6,"residential,",8
3265,attracted,3,"fruits,",6,available).,8
3266,world-class,3,independent,6,industrial,8
3267,team.,3,chris.,6,uniquely,8
3268,monday.,3,couples,6,heads,8
3269,½,3,families,6,finding,8
3270,baskin,3,cozy!,6,air.,8
3271,facing,3,logement,6,secluded,8
3272,pancakes,3,hôte,6,stacked,8
3273,recommend.,3,unsafe,6,-queen,8
3274,"door,",3,"phone,",6,regular,8
3275,vibrancy,3,sleeping.,6,monument.,8
3276,premier,3,blue,6,"pint,",8
3277,n,3,regan,6,"cabinets,",8
3278,"nights,",3,max.,6,hangers.,8
3279,links,3,"is,",6,light!,8
3280,pearl,3,2012.,6,lease,8
3281,(subway),3,natasha!,6,businesses,8
3282,soak,3,"cat,",6,cozy.,8
3283,fortunate,3,features,6,renovation.,8
3284,strolling,3,mini,6,"rental,",8
3285,beat,3,traveling.,6,border,8
3286,joe’s,3,"downstairs,",6,suggest,8
3287,15min,3,penn,6,"42""",8
3288,grow,3,waterfront,6,"(target,",8
3289,(weather,3,instantly,6,backgrounds,8
3290,"fish,",3,robin!,6,space?,8
3291,"noise,",3,train.,6,*this,8
3292,remodeled,3,helps,6,landscaped,8
3293,wanting,3,même,6,parties.,8
3294,presence.,3,pied,6,featured,8
3295,"park),",3,grande,6,following,8
3296,"book,",3,print,6,traveling.,8
3297,rose’s,3,notebook,6,helping,8
3298,traders,3,mogul's,6,passing,8
3299,mentioned,3,cat),6,residence.,8
3300,riverside,3,ne,6,mirror.,8
3301,"small,",3,"suggestions,",6,redone,8
3302,medium,3,sans,6,constructed,8
3303,size,3,carpet,6,"filled,",8
3304,(11,3,happens,6,aside,8
3305,bar:,3,film,6,food.,8
3306,cook,3,etc),6,magazine,8
3307,minutes!,3,laundry.,6,"lyft,",8
3308,answer,3,"children,",6,tell,8
3309,interior,3,dishwasher,6,impeccably,8
3310,queen,3,toys,6,condo!,8
3311,minutes);,3,stay!!,6,entrance!,8
3312,positioned,3,kirby,6,design.,8
3313,"residence,",3,deon.,6,"couple,",8
3314,"german,",3,"studio,",6,"keurig,",8
3315,picky,3,rossen!,6,"anything,",8
3316,eaters,3,noma,6,~,8
3317,night!,3,rodney's,6,"(netflix,",8
3318,totally,3,didier,6,everyday,8
3319,pack,3,andrea's,6,room).,8
3320,regan,3,tommy's,6,usb,8
3321,5-6,3,well-located,5,hamilton,8
3322,"hub,",3,potential,5,79,8
3323,lower,3,beat!,5,stream,8
3324,bars),3,packet,5,tea.,8
3325,war.,3,hosts;,5,yourselves.,8
3326,sought-after,3,arrivée,5,(capitol,8
3327,neighborhoods!,3,inconvenience.,5,away).,8
3328,ten-minute,3,arranging,5,blackout,8
3329,comforts,3,cook.,5,wish.,8
3330,"artisans,",3,artistic,5,well-stocked,8
3331,pearl.,3,leisurely,5,burning,8
3332,connect,3,soul,5,oasis.,8
3333,winery,3,organised.,5,delightful,8
3334,accessibility.,3,guides.,5,welcomed,8
3335,'see,3,5-7,5,landmarks.,8
3336,feast,3,join,5,leisure,8
3337,eyes,3,internship,5,installed,8
3338,through.,3,ethiopian,5,affordable.,8
3339,cheeses,3,preferred,5,basis,8
3340,"clothing,",3,dish,5,"glassware,",8
3341,talented,3,preparing,5,(where,8
3342,palate.,3,overlooks,5,exception,8
3343,worlds--old,3,realy,5,over.,8
3344,upstairs,3,utterly,5,thip,8
3345,celebrating,3,opportunities,5,accented,8
3346,"season,",3,"cook,",5,silverware,8
3347,reached,3,visitors.,5,powered,8
3348,justin's,3,"moreover,",5,hammock,8
3349,"evening,",3,rough,5,world.,8
3350,jazz.,3,pouring,5,cheery,8
3351,supply,3,"system,",5,skip,8
3352,fashionable,3,reviews.,5,lobby,8
3353,cafés,3,loves,5,"only,",8
3354,"etc),",3,surroundings.,5,"view,",8
3355,carriage,3,rentals,5,jump,8
3356,"guests,",3,yourself.,5,"chipotle,",8
3357,break,3,vibe,5,reservations,8
3358,pockets,3,manage,5,reservation.,8
3359,hole,3,"working,",5,years.,8
3360,gentrified,3,shades,5,items.,8
3361,9,3,"furniture,",5,designated,8
3362,you!,3,student,5,lamp,8
3363,unassuming,3,meaning,5,1890s,8
3364,couples.,3,destination,5,folgers,8
3365,stocks,3,traveller,5,tv's,8
3366,"essentials,",3,"washer/dryer,",5,essentials.,8
3367,liquor.,3,stretch,5,kitchen;,8
3368,bounded,3,go!,5,launching,8
3369,boundaries,3,power,5,buildings.,8
3370,latest,3,board,5,botanical,8
3371,95,3,kathy,5,"one-bedroom,",8
3372,(redskins,3,reliable,5,ultra,8
3373,(old,3,obvious,5,temperature,8
3374,occur,3,gentleman,5,"2,",8
3375,(popular,3,calls,5,handsome,8
3376,undergoing,3,converted,5,"silver,",8
3377,b&b.,3,"at,",5,remaining,8
3378,park-zoo,3,tea.,5,houses.,8
3379,vice,3,metrobus,5,(2),8
3380,great!,3,"toaster,",5,quirky,8
3381,observatory,3,didn’t,5,particular,8
3382,(6th,3,point.,5,"bakery,",8
3383,bishop's,3,"kettle,",5,paper,8
3384,rewards,3,do!,5,court.,8
3385,"etc.),",3,complained,5,fourth,8
3386,hotels,3,sick,5,"stairs,",8
3387,bike/walking,3,2.,5,35,8
3388,hotel.,3,4.,5,women's,8
3389,par,3,members,5,stanton,8
3390,stone,3,place!!,5,"10,000",8
3391,historically,3,locked,5,4.8,8
3392,mansions,3,cameras,5,"handpicked,",8
3393,"host,",3,risk,5,"great,",8
3394,theatre.,3,telling,5,metro/harris,8
3395,universities,3,august,5,kitchennet.,8
3396,overview,3,review.,5,community.,8
3397,reservoir.,3,manner.,5,maps,8
3398,mine,3,nicely.,5,#2,8
3399,creating,3,solve,5,coveted,8
3400,neighborhoods:,3,original,5,counters,8
3401,heights!,3,"adults,",5,guys,8
3402,bridge,3,together.,5,rothko,8
3403,"items,",3,"say,",5,presents,8
3404,refuge,3,perks,5,home”,8
3405,plum,3,"stuff,",5,"speaker,",8
3406,(arguably,3,bringing,5,mobile,8
3407,"drinkery,",3,"info,",5,supermarkets,8
3408,walk;,3,"station),",5,mgm,8
3409,"active,",3,liz.,5,independent.,8
3410,changed,3,meridian,5,zoo!,8
3411,newest,3,stars.,5,buses).,8
3412,14th.,3,cross,5,fraction,8
3413,possibly,3,ps:,5,flatware,8
3414,//,3,mix,5,establishments.,8
3415,queen's,3,sleeper,5,shaw.,8
3416,multi-cultural,3,drag,5,trendiest,8
3417,maps,3,who's,5,"chucho,",8
3418,(april,3,sensitive,5,view/columbia,8
3419,-sports,3,encouraged,5,"ballroom,",8
3420,"panera,",3,visits.,5,max),8
3421,"guys,",3,dynamic,5,rooft,8
3422,live-music,3,knowledgable,5,"concierge,",8
3423,steadily,3,march,5,weeks,7
3424,"inviting,",3,transition,5,normal,7
3425,influx,3,cleanliness,5,ease,7
3426,populate,3,metros,5,quadrant,7
3427,mural-covered,3,friendliness,5,"mirror,",7
3428,"""hip",3,reach.,5,mention,7
3429,laotian,3,ethnic,5,serenity,7
3430,leading,3,rate.,5,"yellow,",7
3431,not-so-fancy,3,pot,5,"events,",7
3432,"2016,",3,ed,5,"cafe,",7
3433,shabby,3,array,5,essential,7
3434,24-hour,3,suit,5,countertops.,7
3435,(international,3,marriott,5,price.,7
3436,"pancakes),",3,right.,5,preserving,7
3437,"taxis,",3,action,5,"walk),",7
3438,trains,3,bugs,5,emergency.,7
3439,home's,3,eats,5,"updated,",7
3440,european,3,"propre,",5,"smoking,",7
3441,arriving,3,sometime,5,2014.,7
3442,restaurants...not,3,"bad,",5,mattress;,7
3443,bar),3,ami’s,5,tranquility,7
3444,cardozo,3,phone.,5,brings,7
3445,no.,3,wow!,5,opened,7
3446,drinks:,3,beforehand,5,cottage,7
3447,who’ve,3,"itself,",5,shot,7
3448,lives.,3,40,5,housemates,7
3449,flying,3,stuff.,5,groceries.,7
3450,saturdays.,3,20-30,5,well!,7
3451,malcolm,3,couch.,5,owner.,7
3452,nice.,3,perfect:,5,shelf,7
3453,heights/park,3,"needs,",5,build,7
3454,mansion,3,anxious,5,believe,7
3455,mexico),3,rating,5,"toys,",7
3456,painted,3,transit.,5,"bunk,",7
3457,"two-level,",3,quite.,5,combo.,7
3458,12-minute,3,social,5,5-7,7
3459,institute,3,thinks,5,avenue/petworth,7
3460,lend,3,walk).,5,"weekends,",7
3461,multiculti,3,patiently,5,home:,7
3462,"(ethiopian),",3,led,5,rapidly,7
3463,heat,3,failed,5,"directions,",7
3464,cafes:,3,"very,",5,studio.,7
3465,marx,3,calm.,5,actual,7
3466,ballroom.,3,community.,5,"possible,",7
3467,"high-end,",3,top-notch,5,newest,7
3468,"chick-fil-a,",3,sushi,5,18,7
3469,"studio,",3,theater,5,loud,7
3470,flow,3,mattresses,5,heavy,7
3471,attention,3,resources,5,zero,7
3472,3.,3,tremendous,5,forces,7
3473,stress,3,booklet,5,retirement,7
3474,drumming,3,relax.,5,wooded,7
3475,colombe,3,hustle,5,wonderfully,7
3476,hook,3,materials,5,directions.,7
3477,fil,3,"knowledgeable,",5,minutes).,7
3478,"elle,",3,overnight,5,"traveling,",7
3479,'luxe,3,etc..,5,sunsets,7
3480,assistant's,3,pantry,5,"etc,",7
3481,"wawa,",3,birds,5,wanted,7
3482,"find,",3,midnight,5,study.,7
3483,carefully,3,underground,5,50%,7
3484,decide,3,headed,5,funky,7
3485,@,3,involved,5,"piano,",7
3486,3100,3,be!,5,rides,7
3487,20010.,3,oriented,5,"cooktop,",7
3488,fees,3,"organized,",5,convection,7
3489,$20,3,everyday,5,metros.,7
3490,$1.50,3,bikeshare.,5,xfinity,7
3491,loves,3,two.,5,"style,",7
3492,"lines)""",3,destinations,5,ease.,7
3493,convenient!,3,legged,5,"south,",7
3494,intimating,3,17th,5,sliding,7
3495,"because,",3,final,5,non,7
3496,"frankly,",3,backwards,5,utility,7
3497,scares,3,feature,5,walls.,7
3498,"cities,",3,(2,5,preferred.,7
3499,"lotuses,",3,deal.,5,cook.,7
3500,lilies,3,"pillows,",5,sides,7
3501,"films,",3,reid's,5,northern,7
3502,upswing,3,(not,5,advance.,7
3503,occurring,3,well-appointed.,5,strip,7
3504,fast.,3,foreign,5,sunroom,7
3505,week!,3,realmente,5,thoughtful,7
3506,noice,3,returning.,5,invite,7
3507,pollution,3,butter,5,games.,7
3508,commonly,3,updated.,5,strictly,7
3509,referred,3,generous.,5,updates,7
3510,walking/running/biking,3,son.,5,decor.,7
3511,(yards,3,condiments,5,wood-grain,7
3512,"benches,",3,son's,5,prime.,7
3513,boardwalk,3,allows,5,coordinate,7
3514,marina.,3,kitty,5,adventurers.,7
3515,rink,3,amy,5,house).,7
3516,golf,3,encourage,5,logan,7
3517,petworth/brightwood,2,mins.,5,environment.,7
3518,imm,2,future!,5,ready.,7
3519,tapas,2,inquiries.,5,entering,7
3520,save,2,yogurt,5,expensive,7
3521,horseback,2,"silverware,",5,arrange,7
3522,"safest,",2,massachusetts,5,"included,",7
3523,dc--,2,"trails,",5,changes,7
3524,"secret,",2,moment.,5,foreign,7
3525,indeed.,2,check.,5,spacious.,7
3526,stressful,2,"new,",5,nights.,7
3527,"""recharge",2,"heat,",5,adventures.,7
3528,"batteries""",2,blocks.,5,destinations.,7
3529,exhausting,2,adults.,5,chinatown,7
3530,(bar,2,host!!,5,"s2,",7
3531,"restaurant),",2,cost.,5,"easy,",7
3532,deer,2,informed,5,maybe,7
3533,expanding,2,get.,5,"downstairs,",7
3534,hangouts,2,towel,5,-1,7
3535,"cultures,",2,place;,5,"br,",7
3536,generations.,2,reflect,5,driveway.,7
3537,street/14th,2,persons.,5,non-smoking,7
3538,birthplace,2,rescue,5,health,7
3539,"ellington,",2,eve,5,adds,7
3540,nod,2,approachable,5,8.,7
3541,greet,2,include,5,"life,",7
3542,(starbucks,2,thing.,5,wake,7
3543,"domku,",2,up!,5,heater,7
3544,crane,2,receive,5,wanting,7
3545,restaurant/coffee,2,recommendation.,5,heard,7
3546,two-story,2,welcome!,5,"spot,",7
3547,"townhouses,",2,vehicle,5,shown,7
3548,fire,2,beside,5,"stays,",7
3549,once.,2,bad.,5,redrocks,7
3550,greeted,2,exhausted,5,"ride,",7
3551,"heights),",2,water.,5,necessities,7
3552,spots:,2,"centre,",5,"so,",7
3553,crossfit,2,ginger,5,together,7
3554,self-sufficient,2,"noise,",5,responsible,7
3555,saying,2,erin's,5,"provided,",7
3556,hello,2,attached,5,elevator.,7
3557,lighthouse,2,travellers.,5,"ballpark,",7
3558,jerk,2,9,5,call.,7
3559,"joints,",2,average,5,15min,7
3560,pupuserias,2,"friend,",5,"things,",7
3561,residencial,2,"peaceful,",5,open-concept,7
3562,locals',2,greeting,5,stained,7
3563,eat:,2,pretty.,5,pad,7
3564,"himistu,",2,june,5,faces,7
3565,others!,2,setup,5,others.,7
3566,reason.,2,entertainment.,5,zoned,7
3567,craziness,2,mon,5,"artwork,",7
3568,on.,2,permis,5,taste,7
3569,station).,2,passer,5,forms,7
3570,"complex,",2,cette,5,complex.,7
3571,hillwood,2,courtyard,5,travelling,7
3572,holy,2,reachable,5,opportunity,7
3573,hospitals.,2,walkable.,5,#1:,7
3574,airmen's,2,accidentally,5,(walking,7
3575,airmen,2,toilet,5,"airport,",7
3576,pilates,2,appartement.,5,*there,7
3577,free!,2,sandwich,5,eat.,7
3578,wish,2,"least,",5,"65""",7
3579,"saturdays,",2,"longer,",5,wife,7
3580,"october,",2,bicycle,5,2018.,7
3581,post's,2,aesthetically,5,drawers,7
3582,.6,2,cares,5,2017,7
3583,place!,2,"bagels,",5,"electric,",7
3584,(pub,2,working.,5,camera,7
3585,"grub),",2,blankets,5,fixtures,7
3586,enjoy.,2,fans,5,requires,7
3587,roasts,2,smoothly.,5,series,7
3588,beans,2,$1,5,return,7
3589,onsite,2,ipod,5,comfortable!,7
3590,blocked,2,accurately,5,messages,7
3591,separate,2,follow.,5,jazz,7
3592,"entrance,",2,replying,5,"comfortably,",7
3593,discount,2,emails.,5,casper,7
3594,stand,2,present,5,there.,7
3595,"""yes!""",2,(much,5,room/dining,7
3596,that.,2,cafés,5,washingtonian,7
3597,circuit?,2,metro).,5,fellow,7
3598,"heights/petworth,",2,hat,5,ask!,7
3599,dead-ends,2,recommand,5,bite,7
3600,2004,2,serge’s,5,dishes.,7
3601,backyards.,2,standard.,5,2018,7
3602,"derby,",2,agréable.,5,new.,7
3603,economy,2,likes,5,spending,7
3604,nighttime,2,strange,5,heights/u,7
3605,(upshur,2,unpleasant,5,college,7
3606,artsy,2,ones.,5,students,7
3607,back.,2,somehow,5,charging,7
3608,stables,2,possibility,5,grounds,7
3609,bicycle,2,toutes,5,dream,7
3610,17,2,supplied.,5,kitchen!,7
3611,trip.,2,etc...,5,respite,7
3612,"tigers,",2,website.,5,trips,7
3613,wrote,2,bei,5,"dine,",7
3614,petworth!,2,"ideal,",5,borrow,7
3615,involved,2,"teas,",5,books.,7
3616,multi-ethnic,2,anywhere.,5,cosy,7
3617,4.8,2,"fireplace,",5,"trees,",7
3618,pharmacy.,2,"secure,",5,church,7
3619,"flowers,",2,"one,",5,pop,7
3620,companies,2,catching,5,colonial,7
3621,nine,2,trash,5,"pizzeria,",7
3622,petworth;,2,puts,5,standing,7
3623,infamous,2,"russell,",5,arena,7
3624,car).,2,:d,5,farmers',7
3625,50%,2,stays.,5,supply,7
3626,uber/cab,2,fireplace.,5,accommodations.,7
3627,"tennis,",2,notch.,5,tones,7
3628,entrance.,2,impression,5,steps.,7
3629,demographic,2,network,5,i’ll,7
3630,groovy,2,"comfort,",5,calming,7
3631,consisting,2,(our,5,"bathtub,",7
3632,december,2,australia.,5,station).,7
3633,september.,2,buses.,5,linens.,7
3634,instruction,2,surpassed,5,flight,7
3635,address,2,impeccable,5,carpet,7
3636,china,2,describe,5,ethnic,7
3637,5-12,2,location-,5,toilet,7
3638,allow,2,hill!,5,redline,7
3639,months.,2,complaints.,5,sunlight.,7
3640,professional,2,considerate.,5,basilica,7
3641,maintaining,2,cold.,5,venues.,7
3642,renting,2,dine,5,"elegant,",7
3643,emerging,2,starbucks,5,"lock,",7
3644,backyard,2,husband.,5,started,7
3645,mamis,2,"university,",5,"america,",7
3646,parish.,2,supposed,5,slightly,7
3647,day),2,"old,",5,situation,7
3648,(small,2,riding,5,planning,7
3649,plate,2,ave.,5,directions,7
3650,spanish-speaking,2,starbucks.,5,assured,7
3651,"taxi,",2,items.,5,hearing,7
3652,liking.,2,hook,5,vendors,7
3653,"international,",2,arrive.,5,bringing,7
3654,zip,2,den,5,"year,",7
3655,cars,2,million,5,eco-friendly,7
3656,person.,2,plumbing,5,cafes.,7
3657,faces,2,enjoy.,5,400,7
3658,spending,2,off-street,5,reviews.,7
3659,century-old,2,complain,5,remodeled.,7
3660,"horn,",2,successful,5,flr,7
3661,saint),2,happen,5,"site,",7
3662,(thip,2,val,5,cats.,7
3663,sticky,2,exceptional.,5,(first,7
3664,peteorth,2,stephen's,5,"fruit,",7
3665,(locals,2,seeing.,5,bnb,7
3666,slush,2,bits,5,notice.,7
3667,november),2,mornings.,5,"sorry,",7
3668,1pm,2,site.,5,library.,7
3669,hood,2,sketchy,5,opening,7
3670,multi,2,equiped.,5,"needs,",7
3671,unbridled,2,secured,5,screened,7
3672,popularity.,2,worked.,5,maintenance,7
3673,newly-arrived,2,"pass,",5,"do,",7
3674,"far,",2,brochure,5,supplied,7
